Text,Character,Affiliation,Season,Episode,EpisodeName
Cersei approached me. We spoke a great deal about her daughter. How worried your sister is about her. She was trying very hard to pretend she had not come to sway me against you. I think she may have even believed it herself.,OBERYN MARTELL,DORNE,4,7,Mockingbird
I did spend some time with an absolutely stunning blonde the other day.,OBERYN MARTELL,DORNE,4,7,Mockingbird
I disagree.,OBERYN MARTELL,DORNE,4,7,Mockingbird
It was difficult for her to hide her true intentions. It is rare to meet a Lannister who shares my enthusiasm for dead Lannisters. She desperately wants to see you killed.,OBERYN MARTELL,DORNE,4,7,Mockingbird
Your sister.,OBERYN MARTELL,DORNE,4,7,Mockingbird
" Wait. Are you dying? No, no, no. You can't die yet. You haven't confessed. Say it. Say her name. Elia Martell. You raped her. You killed her children. Elia Martell. Who gave you the order? Who gave you the order?! Say her name! You raped her! You murdered her! You killed her children. Say it. Say her name. Say it!",OBERYN MARTELL,DORNE,4,8,The Mountain and the Viper
Have they told you who I am?,OBERYN MARTELL,DORNE,4,8,The Mountain and the Viper
I am the brother of Elia Martell. Do you know why I have come all the way to this stinking shit-pile of a city? For you.,OBERYN MARTELL,DORNE,4,8,The Mountain and the Viper
I like to move around.,OBERYN MARTELL,DORNE,4,8,The Mountain and the Viper
I'm going to hear you confess before you die. You raped my sister. You murdered her. You killed her children. Say it now and we can make this quick.,OBERYN MARTELL,DORNE,4,8,The Mountain and the Viper
I'm going to kill that.,OBERYN MARTELL,DORNE,4,8,The Mountain and the Viper
Never.,OBERYN MARTELL,DORNE,4,8,The Mountain and the Viper
Say it. You raped her. You murdered her. You killed her children.,OBERYN MARTELL,DORNE,4,8,The Mountain and the Viper
Size does not matter when you are flat on your back.,OBERYN MARTELL,DORNE,4,8,The Mountain and the Viper
Today is not the day I die.,OBERYN MARTELL,DORNE,4,8,The Mountain and the Viper
You killed her children!,OBERYN MARTELL,DORNE,4,8,The Mountain and the Viper
You learn this during your years in the fighting pits? I always drink before a fight.,OBERYN MARTELL,DORNE,4,8,The Mountain and the Viper
You raped her! You murdered her!,OBERYN MARTELL,DORNE,4,8,The Mountain and the Viper
You raped her! You murdered her! You killed her children!,OBERYN MARTELL,DORNE,4,8,The Mountain and the Viper
Draw. Loose.,OFFICER,WESTEROS,4,1,Two Swords
" [From outside] Whoa, whoa, whoa!",OLD MAN,WESTEROS,3,9,The Rains of Castamere
" Doesn’t matter now, does it?",OLD MAN,WESTEROS,3,9,The Rains of Castamere
[From outside]  I yield.  I yield.,OLD MAN,WESTEROS,3,9,The Rains of Castamere
Let me go with a bit of dignity.,OLD MAN,WESTEROS,3,9,The Rains of Castamere
Let me stand at least.,OLD MAN,WESTEROS,3,9,The Rains of Castamere
She looks sharp.,OLD MAN,WESTEROS,3,9,The Rains of Castamere
No one here by that name.,OLD MAN,WESTEROS,5,2,The House of Black and White
You have everywhere else to go.,OLD MAN,WESTEROS,5,2,The House of Black and White
You lost this.,OLD MAN,WESTEROS,5,2,The House of Black and White
" Oh, my sweet summer child. What do you know about fear? Fear is for the winter, when the snows fall a hundred feet deep. Fear is for the long night, when the sun hides for years and children are born and live and die all in darkness. That is the time for fear, my little Lord, when the White Walkers move through the woods. Thousands of years ago there came a night that lasted a generation. Kings froze to death in their castles, same as the shepherds in their huts. And women smothered their babies rather than see them starve, and wept and felt the tears freeze on their cheeks. So is this the sort of story that you like? In that darkness, the White Walkers came for the first time. They swept through cities and kingdoms, riding their dead horses, hunting with their packs of pale spiders big as hounds…",OLD NAN,NORTH,1,3,Lord Snow
Don't listen to it. Crows are all liars. I know a story about a crow.,OLD NAN,NORTH,1,3,Lord Snow
I know a story about a boy who hated stories. I could tell you about Ser Duncan the Tall. Those were always your favorites.,OLD NAN,NORTH,1,3,Lord Snow
Only what the little Lord wants to hear.,OLD NAN,NORTH,1,3,Lord Snow
The little Lord's been dreaming again.,OLD NAN,NORTH,1,4,"Cripples, Bastards, and Broken Things"
" Are you frightened, child? No need for that. We're only women here. Tell us the truth. No harm will come to you.",OLENNA TYRELL,REACH,3,2,"Dark Wings, Dark Words"
" Gallant, yes. And charming and very clean. He knew how to dress and smile and somehow this gave him the notion he was fit to be king.",OLENNA TYRELL,REACH,3,2,"Dark Wings, Dark Words"
" Have no fear. The Lord Oaf of Highgarden is determined that Margaery shall be queen. Even so, we thank you for the truth. Ah, here comes my cheese.",OLENNA TYRELL,REACH,3,2,"Dark Wings, Dark Words"
" Kiss me, child.",OLENNA TYRELL,REACH,3,2,"Dark Wings, Dark Words"
" No great pleasure, believe me. A ponderous oaf. His father was an oaf as well. My husband, the late Lord Luthor. He managed to ride off a cliff whilst hawking. They say he was looking up at the sky and paying no mind to where his horse was taking him. And now my son is doing the same, only this time he's riding a lion instead of a horse. Now I want you to tell me the truth about this royal boy, this Joffrey.",OLENNA TYRELL,REACH,3,2,"Dark Wings, Dark Words"
" She might think we have some wits about us. One of us, at any rate. It was treason. I warned them. Robert has two sons and Renly has an older brother. How could he possibly have any claim to that ugly iron chair? We should have stayed well out of all this if you ask me. But once the cow's been milked, there's no squirting the cream back up her udders. So here we are to see things through. What do you say to that, Sansa? Shall we have some lemon cakes?",OLENNA TYRELL,REACH,3,2,"Dark Wings, Dark Words"
" So we've been told. (To the SERVANT) Are you going to bring the food or do you mean to starve us to death? Here, Sansa, come sit with me. I'm much less boring than these others.",OLENNA TYRELL,REACH,3,2,"Dark Wings, Dark Words"
" Speak freely, child. We would never betray your confidence, I swear it.",OLENNA TYRELL,REACH,3,2,"Dark Wings, Dark Words"
" Yes, all Lannisters are lions. And when a Tyrell farts, it smells like a rose. But how kind is he? How clever? Has he a good heart, a gentle hand?",OLENNA TYRELL,REACH,3,2,"Dark Wings, Dark Words"
" Yes, he had that reputation. And they named him traitor and took his head.",OLENNA TYRELL,REACH,3,2,"Dark Wings, Dark Words"
" You, you. Who else would know better? We've heard some troubling tales. Is there any truth to them? Has this boy mistreated you?",OLENNA TYRELL,REACH,3,2,"Dark Wings, Dark Words"
Ah. That's a pity.,OLENNA TYRELL,REACH,3,2,"Dark Wings, Dark Words"
Bring me some cheese.,OLENNA TYRELL,REACH,3,2,"Dark Wings, Dark Words"
Do you know my son? The Lord of Highgarden?,OLENNA TYRELL,REACH,3,2,"Dark Wings, Dark Words"
Go on.,OLENNA TYRELL,REACH,3,2,"Dark Wings, Dark Words"
Has he ripped out your tongue?,OLENNA TYRELL,REACH,3,2,"Dark Wings, Dark Words"
It's so good of you to visit me and my foolish flock of hens. We're very sorry for your losses.,OLENNA TYRELL,REACH,3,2,"Dark Wings, Dark Words"
Loras is young and very good at knocking men off horses with a stick. That does not make him wise. As to your fathead father-,OLENNA TYRELL,REACH,3,2,"Dark Wings, Dark Words"
The cheese will be served when I want it served. And I want it served now.,OLENNA TYRELL,REACH,3,2,"Dark Wings, Dark Words"
" A ridiculous arrangement, to my mind.",OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
" And if Littlefinger marries her, he'll have the key in his pocket.",OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
" Another golden rose. How original. I eat from plates stamped with roses. I sleep in sheets embroidered with roses. I have a golden rose painted on my chamber pot, as if that makes it smell any better. Roses are boring, dear. 'Growing strong.' Ha! The dullest words of any house. 'Winter is coming!' Now that's memorable. 'We do not sow.' Strong. Strong. Those are houses you watch out for. Direwolves and krakens, fierce beasts. But a golden rose growing strong--ha, that strikes fear in the heart.",OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
" Come, come. You surrender rather easily. Walk with me. I know the walls have ears, but apparently the shrubbery does, too.",OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
" I told him to stay out of Robert's rebellion. He had no business fighting an actual warrior. We mothers do what we can to keep our sons from the grave. But they do seem to yearn for it. We shower them with good sense, and it slides right off like rain off a wing.",OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
" Look, little loves. A spider in the garden. Run along now. Grow strong.",OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
" No, not particularly. But she's had an interesting childhood.",OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
" No, the rest are there to look adoringly upon the 700 to remind them how superior they must be to have the best seats.",OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
" No. Come, I've heard you're such a clever man. I'm curious why you've sought me out.",OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
" Oh, no, please. Seduce away. It's been so long. Though I rather think it's all for naught. What happens when the nonexistent bumps against the decrepit? A question for the philosophers. But you've come mincing all this way for something. So?",OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
" One doesn't need to be clever for that. It's all rather obvious, isn't it?",OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
" The city is made brighter by my presence? Is that your usual line, Lord Varys? Are you here to seduce me?",OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
" Yes. Ned Stark had many admirers, and how many stepped forward when the executioner came for his head?",OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
" You are a clever man, Lord Varys.",OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
" You were married here, Your Grace?",OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
" Your husband, was he buried here as well?",OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
(laughs),OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
All he laid siege to was the banquet table in the command tent.,OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
And why have you come to me with this matter?,OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
Have I? Because I spoke to her once in this garden and one of your little spies came running to tell you? Why shouldn't I take an interest? She's an interesting girl.,OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
How?,OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
I should say not. My son's a hunter. It helps him forget he's never been within a mile of a real battle.,OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
It almost feels as if you're about to arrive at the point.,OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
Must seem like only yesterday.,OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
Such a tragedy.,OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
That's hardly surprising. She's a beautiful girl with a famous name.,OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
There appears to be a good deal of room elsewhere on the premises for everyone else.,OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
Which is Sansa Stark?,OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
You must despise him. You're working so hard to undermine him.,OLENNA TYRELL,REACH,3,4,And Now His Watch Is Ended
" As is a royal wedding. The people are hungry for more than just food. They crave distractions. And if we don't provide them, they'll create their own. And their distractions are likely to end with us being torn to pieces. A royal wedding is much safer. Wouldn't you say?",OLENNA TYRELL,REACH,3,5,Kissed by Fire
" Gods, boy, that's enough. We're not in a tavern.",OLENNA TYRELL,REACH,3,5,Kissed by Fire
" I can't think how it slipped my mind. What is it, 12,000 infantrymen the Tyrell family has supplied? 2,000 in support. Provisions so this city might survive the winter. A million bushels of wheat. Half a million bushels each of barley, oats, and rye. 20,000 head of cattle. 50,000 sheep. You don't have to lecture me about wartime expenses. I'm quite familiar with them.",OLENNA TYRELL,REACH,3,5,Kissed by Fire
" I was told you were drunk, impertinent, and thoroughly debauched. You can imagine my disappointment at finding nothing but a browbeaten bookkeeper. Where did you go for them, Volantis?",OLENNA TYRELL,REACH,3,5,Kissed by Fire
" Oh, I'd nearly forgotten.",OLENNA TYRELL,REACH,3,5,Kissed by Fire
" Oh, very well. I won't have it said that House Tyrell refuses to play its part. We'll pay for half the expenses and the celebrations will go on as planned. Is that sufficient?",OLENNA TYRELL,REACH,3,5,Kissed by Fire
" Very good, then. That's settled. Good day.",OLENNA TYRELL,REACH,3,5,Kissed by Fire
And traditionally paid for by the royal family.,OLENNA TYRELL,REACH,3,5,Kissed by Fire
And?,OLENNA TYRELL,REACH,3,5,Kissed by Fire
Good.,OLENNA TYRELL,REACH,3,5,Kissed by Fire
I climbed all those steps to discuss financial matters?,OLENNA TYRELL,REACH,3,5,Kissed by Fire
Naturally.,OLENNA TYRELL,REACH,3,5,Kissed by Fire
No need to speak. Are there any figs? Fetch some. I always take figs midafternoon. They help move the bowels. To what do I owe this summons?,OLENNA TYRELL,REACH,3,5,Kissed by Fire
What good is the word extravagant if it can't be used to describe a royal wedding?,OLENNA TYRELL,REACH,3,5,Kissed by Fire
" And if Cersei is too old to give Loras children, we're throwing another prized flower into the dirt. It is a chance we simply cannot take.",OLENNA TYRELL,REACH,3,6,The Climb
" As an authority on myself, I must disagree.",OLENNA TYRELL,REACH,3,6,The Climb
" Did you grow up with boy cousins, Lord Tywin? Sons of your father's bannermen, squires, stable boys?",OLENNA TYRELL,REACH,3,6,The Climb
" I congratulate you upon your restraint. But it's a natural thing, two boys having a go at each other beneath the sheets.",OLENNA TYRELL,REACH,3,6,The Climb
" Lie or not, you must admit many people find it quite convincing. Convincing enough to put swords in their hands and send them off to kill Lannisters and Tyrells thanks to our new affiliation.",OLENNA TYRELL,REACH,3,6,The Climb
" Oh, not at all. A sword swallower through and through.",OLENNA TYRELL,REACH,3,6,The Climb
" Old. I'm something of an expert on the subject. Her change will be upon her before long. I'll spare you the details of what will happen then. You men may have a stomach for bloodshed and slaughter, but this is another matter entirely.",OLENNA TYRELL,REACH,3,6,The Climb
And you never--,OLENNA TYRELL,REACH,3,6,The Climb
Impossible.,OLENNA TYRELL,REACH,3,6,The Climb
My grandson is the pride of Highgarden. The most desirable bachelor in all seven kingdoms. Your daughter--,OLENNA TYRELL,REACH,3,6,The Climb
Not once? Not in any way?,OLENNA TYRELL,REACH,3,6,The Climb
Oh,OLENNA TYRELL,REACH,3,6,The Climb
Old.,OLENNA TYRELL,REACH,3,6,The Climb
You would have your grandson protected by someone who disgusts you?,OLENNA TYRELL,REACH,3,6,The Climb
" So their son will be your nephew. After you're wed to Cersei, of course. And you will be the king's stepfather and brother-in-law. When you marry the king, Joffrey's mother will become his sister-in-law and your son will be Loras' nephew?  Grandson?  I'm not sure. But your brother will become your father-in-law. That much is beyond dispute.",OLENNA TYRELL,REACH,3,8,Second Sons
" My little dears. Go and speak to the jewelers of King's Landing. Tell them who you are, tell them who sent you. The one who brings me the best necklace will get to keep the next best.",OLENNA TYRELL,REACH,4,1,Two Swords
" No. No. You're a queen, not an ox.",OLENNA TYRELL,REACH,4,1,Two Swords
" The Margaery Tyrell who walks into the sept a fortnight from now will inspire 1,000 songs. Now, how sad it will be if she's wearing rubbish like that.",OLENNA TYRELL,REACH,4,1,Two Swords
" You watch that. Even here, even with me.",OLENNA TYRELL,REACH,4,1,Two Swords
I hear you knocked my grandson into the dirt like the silly little boy he is.,OLENNA TYRELL,REACH,4,1,Two Swords
My word.,OLENNA TYRELL,REACH,4,1,Two Swords
Nonsense.,OLENNA TYRELL,REACH,4,1,Two Swords
We know who you are. We've heard all about you. But hearing is one thing. Aren't you just marvelous? Absolutely singular.,OLENNA TYRELL,REACH,4,1,Two Swords
You dare not refuse.,OLENNA TYRELL,REACH,4,1,Two Swords
Your grandfather gave me a necklace just like this one for my 51st nameday.,OLENNA TYRELL,REACH,4,1,Two Swords
